run_label,round,framework,backend_key,experiment,experiment_key,n_run,t_run,spike_path,spikes,active_neurons,status,timestamp,spike_schema_version,spike_time_column,spike_time_unit
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,1,100.0,data/results/nature_2026_05/round_02/brian2cuda_t100.0s_n1.parquet,1708480,460,success,2026-05-23 04:12:32,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,4,0.1,data/results/nature_2026_05/round_02/brian2cuda_t0.1s_n4.parquet,6251,364,success,2026-05-23 04:13:23,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,4,1.0,data/results/nature_2026_05/round_02/brian2cuda_t1.0s_n4.parquet,68154,427,success,2026-05-23 04:14:28,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,4,10.0,data/results/nature_2026_05/round_02/brian2cuda_t10.0s_n4.parquet,683896,445,success,2026-05-23 04:17:26,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,4,100.0,data/results/nature_2026_05/round_02/brian2cuda_t100.0s_n4.parquet,6826283,481,success,2026-05-23 04:40:06,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,8,0.1,data/results/nature_2026_05/round_02/brian2cuda_t0.1s_n8.parquet,11838,370,success,2026-05-23 04:41:29,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,8,1.0,data/results/nature_2026_05/round_02/brian2cuda_t1.0s_n8.parquet,133735,434,success,2026-05-23 04:43:16,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,8,10.0,data/results/nature_2026_05/round_02/brian2cuda_t10.0s_n8.parquet,1362831,461,success,2026-05-23 04:48:58,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,8,100.0,data/results/nature_2026_05/round_02/brian2cuda_t100.0s_n8.parquet,13661678,477,success,2026-05-23 05:34:07,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,16,0.1,data/results/nature_2026_05/round_02/brian2cuda_t0.1s_n16.parquet,24521,387,success,2026-05-23 05:36:40,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,16,1.0,data/results/nature_2026_05/round_02/brian2cuda_t1.0s_n16.parquet,271861,442,success,2026-05-23 05:39:59,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,16,10.0,data/results/nature_2026_05/round_02/brian2cuda_t10.0s_n16.parquet,2725057,459,success,2026-05-23 05:51:04,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,16,100.0,data/results/nature_2026_05/round_02/brian2cuda_t100.0s_n16.parquet,27300588,487,success,2026-05-23 07:21:16,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,32,0.1,data/results/nature_2026_05/round_02/brian2cuda_t0.1s_n32.parquet,49097,394,success,2026-05-23 07:26:14,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,32,1.0,data/results/nature_2026_05/round_02/brian2cuda_t1.0s_n32.parquet,543806,444,success,2026-05-23 07:32:46,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,32,10.0,data/results/nature_2026_05/round_02/brian2cuda_t10.0s_n32.parquet,5461415,485,success,2026-05-23 07:55:41,1,time_ms,ms
nature_2026_05,2,Brian2CUDA (GPU),brian2cuda,Sugar GRNs (200 Hz),sugar,32,100.0,data/results/nature_2026_05/round_02/brian2cuda_t100.0s_n32.parquet,54613477,495,success,2026-05-23 10:59:19,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,1,0.1,data/results/nature_2026_05/round_02/nestgpu_t0.1s_n1.parquet,1472,338,success,2026-05-23 10:59:26,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,1,1.0,data/results/nature_2026_05/round_02/nestgpu_t1.0s_n1.parquet,17233,412,success,2026-05-23 10:59:30,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,1,10.0,data/results/nature_2026_05/round_02/nestgpu_t10.0s_n1.parquet,172561,433,success,2026-05-23 10:59:46,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,1,100.0,data/results/nature_2026_05/round_02/nestgpu_t100.0s_n1.parquet,1626102,456,success,2026-05-23 11:01:46,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,4,0.1,data/results/nature_2026_05/round_02/nestgpu_t0.1s_n4.parquet,5888,338,success,2026-05-23 11:02:05,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,4,1.0,data/results/nature_2026_05/round_02/nestgpu_t1.0s_n4.parquet,68932,412,success,2026-05-23 11:02:29,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,4,10.0,data/results/nature_2026_05/round_02/nestgpu_t10.0s_n4.parquet,690244,433,success,2026-05-23 11:03:31,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,4,100.0,data/results/nature_2026_05/round_02/nestgpu_t100.0s_n4.parquet,6504408,456,success,2026-05-23 11:11:07,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,8,0.1,data/results/nature_2026_05/round_02/nestgpu_t0.1s_n8.parquet,11776,338,success,2026-05-23 11:11:45,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,8,1.0,data/results/nature_2026_05/round_02/nestgpu_t1.0s_n8.parquet,137864,412,success,2026-05-23 11:12:36,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,8,10.0,data/results/nature_2026_05/round_02/nestgpu_t10.0s_n8.parquet,1380488,433,success,2026-05-23 11:14:37,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,8,100.0,data/results/nature_2026_05/round_02/nestgpu_t100.0s_n8.parquet,13008816,456,success,2026-05-23 11:29:12,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,16,0.1,data/results/nature_2026_05/round_02/nestgpu_t0.1s_n16.parquet,23552,338,success,2026-05-23 11:30:31,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,16,1.0,data/results/nature_2026_05/round_02/nestgpu_t1.0s_n16.parquet,275728,412,success,2026-05-23 11:32:12,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,16,10.0,data/results/nature_2026_05/round_02/nestgpu_t10.0s_n16.parquet,2760976,433,success,2026-05-23 11:36:26,1,time_ms,ms
nature_2026_05,2,NEST GPU,nestgpu,Sugar GRNs (200 Hz),sugar,16,100.0,data/results/nature_2026_05/round_02/nestgpu_t100.0s_n16.parquet,26017632,456,success,2026-05-23 12:05:34,1,time_ms,ms
