run_label,round,framework,backend_key,experiment,experiment_key,n_run,t_run,spike_path,spikes,active_neurons,status,timestamp,spike_schema_version,spike_time_column,spike_time_unit
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,1,0.1,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t0.1s_n1.parquet,1558,323,success,2026-05-22 14:10:42,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,1,1.0,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t1.0s_n1.parquet,16567,380,success,2026-05-22 14:10:47,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,1,10.0,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t10.0s_n1.parquet,170940,434,success,2026-05-22 14:11:22,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,1,100.0,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t100.0s_n1.parquet,1705441,458,success,2026-05-22 14:15:48,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,4,0.1,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t0.1s_n4.parquet,6008,357,success,2026-05-22 14:15:54,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,4,1.0,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t1.0s_n4.parquet,67813,430,success,2026-05-22 14:16:02,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,4,10.0,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t10.0s_n4.parquet,683353,446,success,2026-05-22 14:16:53,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,4,100.0,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t100.0s_n4.parquet,6815172,471,success,2026-05-22 14:25:27,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,8,0.1,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t0.1s_n8.parquet,12349,371,success,2026-05-22 14:25:32,1,time_ms,ms
nature_2026_07,1,Brian2 (CPU),brian2cpp,Sugar GRNs (200 Hz),sugar,8,1.0,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_07/round_01/brian2cpp_t1.0s_n8.parquet,134226,433,success,2026-05-22 14:25:47,1,time_ms,ms
