run_label,round,reference_framework,comparison_framework,reference_backend,comparison_backend,n_run,t_run,tolerance_ms,spikes_reference,spikes_comparison,spike_count_ratio_comparison_over_reference,active_reference,active_comparison,active_shared,active_union,active_jaccard,active_precision_comparison_over_reference,active_recall_comparison_over_reference,rate_pearson_shared,rate_rmse_hz_shared,rate_mae_hz_shared,timing_matches,timing_f1,timing_precision_comparison_over_reference,timing_recall_comparison_over_reference,timing_mean_abs_dt_ms,timing_median_abs_dt_ms,reference_spike_path,comparison_spike_path
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,0.1,1.0,12217,12664,1.036588,372,375,364,383,0.950392,0.970667,0.978495,0.99455057,5.395979,3.080357,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t0.1s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t0.1s_n8.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,1.0,1.0,134161,136498,1.017419,433,433,428,438,0.977169,0.988453,0.988453,0.99907975,2.128013,1.255549,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t1.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t1.0s_n8.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,10.0,1.0,1364287,1368179,1.002853,460,451,448,463,0.967603,0.993348,0.973913,0.99992503,0.580674,0.329576,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t10.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t10.0s_n8.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,100.0,1.0,13655219,13654785,0.999968,480,487,477,490,0.973469,0.979466,0.99375,0.99999708,0.111859,0.05836,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t100.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t100.0s_n8.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,0.1,1.0,24706,24716,1.000405,391,388,380,399,0.952381,0.979381,0.971867,0.99629177,4.029599,2.223684,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t0.1s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t0.1s_n16.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,1.0,1.0,270617,271299,1.00252,441,440,436,445,0.979775,0.990909,0.988662,0.99957129,1.374029,0.74828,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t1.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t1.0s_n16.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,10.0,1.0,2731961,2733028,1.000391,457,452,448,461,0.9718,0.99115,0.980306,0.99997257,0.34528,0.193359,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t10.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t10.0s_n16.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,100.0,1.0,27290129,27310068,1.000731,510,493,484,519,0.932563,0.981744,0.94902,0.99999662,0.126545,0.063529,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t100.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t100.0s_n16.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,0.1,1.0,48913,49762,1.017357,396,396,386,406,0.950739,0.974747,0.974747,0.99850589,2.900536,1.602979,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t0.1s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t0.1s_n32.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,1.0,1.0,540017,542199,1.004041,449,443,440,452,0.973451,0.993228,0.979955,0.99985476,0.810785,0.456676,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t1.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t1.0s_n32.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,10.0,1.0,5460320,5462128,1.000331,476,467,463,480,0.964583,0.991435,0.972689,0.99997725,0.317527,0.143986,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t10.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t10.0s_n32.parquet
nature_2026_05,3,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,100.0,1.0,54611641,54587460,0.999557,519,494,489,524,0.933206,0.989879,0.942197,0.99999751,0.103228,0.050523,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2cpp_t100.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_03/brian2genn_t100.0s_n32.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,0.1,1.0,1462,1522,1.04104,307,320,299,328,0.911585,0.934375,0.973941,0.92688143,19.336831,9.09699,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t0.1s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t0.1s_n1.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,1.0,1.0,16850,16797,0.996855,397,389,382,404,0.945545,0.982005,0.962217,0.99567501,4.455128,2.570681,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t1.0s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t1.0s_n1.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,10.0,1.0,170954,169050,0.988863,437,433,428,442,0.968326,0.988453,0.979405,0.99927264,1.858512,1.048598,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t10.0s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t10.0s_n1.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,100.0,1.0,1703704,1707181,1.002041,460,457,448,469,0.955224,0.980306,0.973913,0.99996122,0.427224,0.256652,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t100.0s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t100.0s_n1.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,0.1,1.0,6116,6063,0.991334,373,352,344,381,0.902887,0.977273,0.922252,0.98216644,8.902329,4.781977,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t0.1s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t0.1s_n4.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,1.0,1.0,67229,67929,1.010412,426,430,422,434,0.97235,0.981395,0.99061,0.99913599,2.107732,1.281991,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t1.0s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t1.0s_n4.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,10.0,1.0,684391,681058,0.99513,455,450,442,463,0.954644,0.982222,0.971429,0.99982265,0.89865,0.472907,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t10.0s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t10.0s_n4.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,100.0,1.0,6824071,6824346,1.00004,472,471,461,482,0.956432,0.978769,0.976695,0.99998783,0.228286,0.119832,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t100.0s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t100.0s_n4.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,0.1,1.0,12366,12347,0.998464,376,373,365,384,0.950521,0.978552,0.970745,0.99360124,5.278218,3.260274,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t0.1s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t0.1s_n8.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,1.0,1.0,135556,134851,0.994799,436,437,428,445,0.961798,0.979405,0.981651,0.99928212,1.8157,0.879381,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t1.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t1.0s_n8.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,10.0,1.0,1365238,1357432,0.994282,460,454,447,467,0.957173,0.984581,0.971739,0.9999141,0.654488,0.365996,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t10.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t10.0s_n8.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,100.0,1.0,13651465,13635323,0.998818,479,486,474,491,0.965377,0.975309,0.989562,0.9999889,0.220875,0.115335,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t100.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t100.0s_n8.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,0.1,1.0,24475,24884,1.016711,384,400,379,405,0.935802,0.9475,0.986979,0.99624113,4.142672,2.241095,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t0.1s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t0.1s_n16.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,1.0,1.0,269857,268773,0.995983,435,439,432,442,0.977376,0.984055,0.993103,0.99963781,1.27619,0.709057,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t1.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t1.0s_n16.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,10.0,1.0,2724051,2715134,0.996727,462,461,456,467,0.976445,0.989154,0.987013,0.99996515,0.408785,0.230441,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t10.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t10.0s_n16.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,100.0,1.0,27297532,27290971,0.99976,487,493,485,495,0.979798,0.983773,0.995893,0.99999777,0.097215,0.058215,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t100.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t100.0s_n16.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,0.1,1.0,49772,49857,1.001708,397,408,390,415,0.939759,0.955882,0.982368,0.99904337,2.077837,1.278846,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t0.1s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t0.1s_n32.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,1.0,1.0,541320,537138,0.992274,450,450,441,459,0.960784,0.98,0.98,0.9998174,0.984872,0.521259,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t1.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t1.0s_n32.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,10.0,1.0,5453967,5442195,0.997842,466,475,459,482,0.952282,0.966316,0.984979,0.99998067,0.300655,0.158551,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t10.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t10.0s_n32.parquet
nature_2026_05,4,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,100.0,1.0,54594459,54588431,0.99989,494,495,491,498,0.985944,0.991919,0.993927,0.99999858,0.077121,0.041996,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2cpp_t100.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_04/brian2genn_t100.0s_n32.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,0.1,1.0,1513,1518,1.003305,327,320,307,340,0.902941,0.959375,0.938838,0.95660164,15.002714,7.52443,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t0.1s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t0.1s_n1.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,1.0,1.0,16353,16897,1.033266,388,392,373,407,0.916462,0.951531,0.96134,0.9939946,5.372205,3.150134,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t1.0s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t1.0s_n1.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,10.0,1.0,170803,169652,0.993261,431,433,427,437,0.977117,0.986143,0.990719,0.99969839,1.196404,0.733021,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t10.0s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t10.0s_n1.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,1,100.0,1.0,1704701,1702929,0.998961,452,453,446,459,0.971678,0.984547,0.986726,0.99993761,0.542073,0.283341,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t100.0s_n1.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t100.0s_n1.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,0.1,1.0,6528,6082,0.931679,369,357,348,378,0.920635,0.97479,0.943089,0.98842368,7.920447,5.050287,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t0.1s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t0.1s_n4.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,1.0,1.0,67694,67716,1.000325,421,420,416,425,0.978824,0.990476,0.988124,0.99857966,2.522614,1.442308,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t1.0s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t1.0s_n4.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,10.0,1.0,681956,678989,0.995649,447,450,439,458,0.958515,0.975556,0.982103,0.99984494,0.837117,0.460308,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t10.0s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t10.0s_n4.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,4,100.0,1.0,6825331,6808672,0.997559,469,468,457,480,0.952083,0.976496,0.974414,0.99998748,0.264446,0.141488,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t100.0s_n4.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t100.0s_n4.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,0.1,1.0,12170,12039,0.989236,380,364,356,388,0.917526,0.978022,0.936842,0.99208402,5.910736,3.497191,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t0.1s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t0.1s_n8.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,1.0,1.0,135997,135494,0.996301,433,430,428,435,0.983908,0.995349,0.988453,0.99939454,1.680932,0.923189,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t1.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t1.0s_n8.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,10.0,1.0,1359106,1361597,1.001833,464,461,456,469,0.972281,0.989154,0.982759,0.99996933,0.37407,0.216173,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t10.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t10.0s_n8.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,8,100.0,1.0,13659600,13641296,0.99866,478,484,472,490,0.963265,0.975207,0.987448,0.99999438,0.167538,0.100323,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t100.0s_n8.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t100.0s_n8.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,0.1,1.0,24663,24232,0.982524,384,391,373,402,0.927861,0.953964,0.971354,0.99600946,4.228815,2.376005,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t0.1s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t0.1s_n16.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,1.0,1.0,268788,271619,1.010532,434,436,429,441,0.972789,0.983945,0.988479,0.99977371,1.077321,0.679779,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t1.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t1.0s_n16.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,10.0,1.0,2725579,2725583,1.000001,460,464,453,471,0.961783,0.976293,0.984783,0.99996536,0.388259,0.193695,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t10.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t10.0s_n16.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,16,100.0,1.0,27293859,27285487,0.999693,498,491,488,501,0.974052,0.99389,0.97992,0.99999595,0.131969,0.055704,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t100.0s_n16.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t100.0s_n16.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,0.1,1.0,49520,48826,0.985985,404,400,393,411,0.956204,0.9825,0.972772,0.99814004,2.880849,1.669052,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t0.1s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t0.1s_n32.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,1.0,1.0,538814,541819,1.005577,448,451,446,453,0.984547,0.988914,0.995536,0.9997577,1.043037,0.535314,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t1.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t1.0s_n32.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,10.0,1.0,5451419,5453625,1.000405,464,474,459,479,0.958246,0.968354,0.989224,0.99997992,0.301412,0.144846,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t10.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t10.0s_n32.parquet
nature_2026_05,5,Brian2 (CPU),Brian2GeNN (GPU),brian2cpp,brian2genn,32,100.0,1.0,54602045,54580122,0.999598,494,498,491,501,0.98004,0.985944,0.993927,0.99999756,0.104006,0.047095,,,,,,,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2cpp_t100.0s_n32.parquet,/home/buidl/GitHub-Linux/fly-brain/data/results/nature_2026_05/round_05/brian2genn_t100.0s_n32.parquet
